,Category,DayGrid,M+,M-,M-D,MD,MH,MN,PriceGrid,QtyGrid,QtyPriceFunction,SubsFactor,TimeFunction,Unnamed: 0
4276,1543,30,3.7788461538,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4914,1543,NotUseDaysFactor,3.7788461538,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5552,1543,30,3.4234266891,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6190,1543,NotUseDaysFactor,3.4234266891,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6828,1543,30,3.4234266891,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7466,1543,NotUseDaysFactor,3.4234266891,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
8104,1543,30,13.9519012983,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8742,1543,NotUseDaysFactor,13.9519012983,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9380,1543,30,13.9519012983,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10018,1543,NotUseDaysFactor,13.9519012983,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
449,1548,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1087,1548,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1725,1548,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2363,1548,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3001,1548,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3639,1548,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4277,1548,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4915,1548,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5553,1548,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6191,1548,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6829,1548,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7467,1548,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8105,1548,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8743,1548,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9381,1548,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10019,1548,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
450,1551,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1088,1551,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1726,1551,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2364,1551,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3002,1551,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3640,1551,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4278,1551,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4916,1551,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5554,1551,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6192,1551,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6830,1551,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7468,1551,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8106,1551,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8744,1551,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9382,1551,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10020,1551,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
451,1554,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1089,1554,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1727,1554,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2365,1554,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3003,1554,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3641,1554,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4279,1554,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4917,1554,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5555,1554,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6193,1554,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6831,1554,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7469,1554,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8107,1554,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8745,1554,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9383,1554,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10021,1554,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
452,1557,30,0.7166666667,0.0125,0.0125,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1090,1557,NotUseDaysFactor,0.7166666667,0.0125,0.0125,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1728,1557,30,0.7433333333,0.0125,0.0125,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2366,1557,NotUseDaysFactor,0.7433333333,0.0125,0.0125,1.5,2,2,0,0,nonlinear,2,sigmoid,9
3004,1557,30,5.1073711092,0.0555555556,0.0082295168,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3642,1557,NotUseDaysFactor,5.1073711092,0.0555555556,0.0082295168,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4280,1557,30,5.4108207667,0.0555555556,0.0082295168,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4918,1557,NotUseDaysFactor,5.4108207667,0.0555555556,0.0082295168,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5556,1557,30,4.525,0.0125,0.0020833333,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6194,1557,NotUseDaysFactor,4.525,0.0125,0.0020833333,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6832,1557,30,4.685,0.0125,0.0020833333,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7470,1557,NotUseDaysFactor,4.685,0.0125,0.0020833333,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8108,1557,30,25.1378251267,0.0125,0.0003086069,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8746,1557,NotUseDaysFactor,25.1378251267,0.0125,0.0003086069,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9384,1557,30,26.2302438938,0.0125,0.0003086069,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10022,1557,NotUseDaysFactor,26.2302438938,0.0125,0.0003086069,0.2,2,2,1,1,nonlinear,2,sigmoid,0
453,1560,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1091,1560,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1729,1560,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2367,1560,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3005,1560,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3643,1560,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4281,1560,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4919,1560,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5557,1560,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6195,1560,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6833,1560,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7471,1560,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8109,1560,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8747,1560,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9385,1560,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10023,1560,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
454,1563,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1092,1563,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1730,1563,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2368,1563,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3006,1563,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3644,1563,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4282,1563,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4920,1563,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5558,1563,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6196,1563,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6834,1563,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7472,1563,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8110,1563,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8748,1563,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9386,1563,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10024,1563,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
455,1566,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1093,1566,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1731,1566,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2369,1566,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3007,1566,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3645,1566,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4283,1566,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4921,1566,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5559,1566,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6197,1566,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6835,1566,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7473,1566,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8111,1566,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8749,1566,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9387,1566,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10025,1566,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
456,1569,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1094,1569,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1732,1569,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2370,1569,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3008,1569,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3646,1569,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4284,1569,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4922,1569,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5560,1569,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6198,1569,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6836,1569,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7474,1569,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8112,1569,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8750,1569,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9388,1569,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10026,1569,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
457,1578,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1095,1578,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1733,1578,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2371,1578,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3009,1578,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3647,1578,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4285,1578,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4923,1578,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5561,1578,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6199,1578,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6837,1578,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7475,1578,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8113,1578,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8751,1578,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9389,1578,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10027,1578,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
458,1581,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1096,1581,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1734,1581,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2372,1581,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3010,1581,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3648,1581,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4286,1581,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4924,1581,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5562,1581,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6200,1581,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6838,1581,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7476,1581,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8114,1581,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8752,1581,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9390,1581,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10028,1581,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
459,1584,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1097,1584,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1735,1584,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2373,1584,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3011,1584,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3649,1584,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4287,1584,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4925,1584,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5563,1584,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6201,1584,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6839,1584,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7477,1584,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8115,1584,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8753,1584,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9391,1584,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10029,1584,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
460,1587,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1098,1587,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1736,1587,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2374,1587,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3012,1587,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3650,1587,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4288,1587,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4926,1587,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5564,1587,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6202,1587,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6840,1587,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7478,1587,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8116,1587,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8754,1587,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9392,1587,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10030,1587,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
461,1590,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1099,1590,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1737,1590,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2375,1590,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3013,1590,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3651,1590,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4289,1590,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4927,1590,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5565,1590,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6203,1590,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6841,1590,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7479,1590,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8117,1590,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8755,1590,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9393,1590,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10031,1590,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
462,1593,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1100,1593,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1738,1593,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2376,1593,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3014,1593,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3652,1593,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4290,1593,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4928,1593,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5566,1593,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6204,1593,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6842,1593,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7480,1593,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8118,1593,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8756,1593,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9394,1593,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10032,1593,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
463,1602,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1101,1602,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1739,1602,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2377,1602,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3015,1602,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3653,1602,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4291,1602,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4929,1602,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5567,1602,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6205,1602,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6843,1602,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7481,1602,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8119,1602,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8757,1602,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9395,1602,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10033,1602,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
464,1608,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1102,1608,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1740,1608,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2378,1608,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
3016,1608,30,5.9748953975,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3654,1608,NotUseDaysFactor,5.9748953975,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4292,1608,30,5.9748953975,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4930,1608,NotUseDaysFactor,5.9748953975,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5568,1608,30,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6206,1608,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6844,1608,30,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7482,1608,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8120,1608,30,59.7489539749,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8758,1608,NotUseDaysFactor,59.7489539749,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9396,1608,30,59.7489539749,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10034,1608,NotUseDaysFactor,59.7489539749,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
465,1611,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1103,1611,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1741,1611,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2379,1611,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3017,1611,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3655,1611,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4293,1611,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4931,1611,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5569,1611,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6207,1611,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6845,1611,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7483,1611,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8121,1611,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8759,1611,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9397,1611,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
10035,1611,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
466,1617,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1104,1617,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1742,1617,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2380,1617,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
3018,1617,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
