,Category,DayGrid,M+,M-,M-D,MD,MH,MN,PriceGrid,QtyGrid,QtyPriceFunction,SubsFactor,TimeFunction,Unnamed: 0
9734,347,NotUseDaysFactor,44.2325770587,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
165,350,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
803,350,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1441,350,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2079,350,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2717,350,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3355,350,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3993,350,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4631,350,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5269,350,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5907,350,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6545,350,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7183,350,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7821,350,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8459,350,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9097,350,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9735,350,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
166,351,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
804,351,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1442,351,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2080,351,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2718,351,30,5.95371669,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3356,351,NotUseDaysFactor,5.95371669,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3994,351,30,5.95371669,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4632,351,NotUseDaysFactor,5.95371669,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5270,351,30,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5908,351,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6546,351,30,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7184,351,NotUseDaysFactor,7.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7822,351,30,59.5371669004,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8460,351,NotUseDaysFactor,59.5371669004,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9098,351,30,59.5371669004,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9736,351,NotUseDaysFactor,59.5371669004,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
167,353,30,0.5172413793,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
805,353,NotUseDaysFactor,0.5172413793,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1443,353,30,0.5172413793,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2081,353,NotUseDaysFactor,0.5172413793,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2719,353,30,5.1724137931,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3357,353,NotUseDaysFactor,5.1724137931,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3995,353,30,5.1724137931,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4633,353,NotUseDaysFactor,5.1724137931,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5271,353,30,4.7932330827,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5909,353,NotUseDaysFactor,4.7932330827,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6547,353,30,4.7932330827,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7185,353,NotUseDaysFactor,4.7932330827,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7823,353,30,47.9323308271,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8461,353,NotUseDaysFactor,47.9323308271,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9099,353,30,47.9323308271,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9737,353,NotUseDaysFactor,47.9323308271,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
168,356,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
806,356,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1444,356,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2082,356,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2720,356,30,5.5246176301,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3358,356,NotUseDaysFactor,5.5246176301,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3996,356,30,5.5246176301,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4634,356,NotUseDaysFactor,5.5246176301,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5272,356,30,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5910,356,NotUseDaysFactor,4.5,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6548,356,30,4.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7186,356,NotUseDaysFactor,4.5,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7824,356,30,33.1477057803,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8462,356,NotUseDaysFactor,33.1477057803,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9100,356,30,33.1477057803,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9738,356,NotUseDaysFactor,33.1477057803,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
169,357,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
807,357,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1445,357,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2083,357,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2721,357,30,7.5,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3359,357,NotUseDaysFactor,7.5,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3997,357,30,7.5,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4635,357,NotUseDaysFactor,7.5,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5273,357,30,6.8918918919,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5911,357,NotUseDaysFactor,6.8918918919,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6549,357,30,6.8918918919,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7187,357,NotUseDaysFactor,6.8918918919,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7825,357,30,68.9189189189,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8463,357,NotUseDaysFactor,68.9189189189,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9101,357,30,68.9189189189,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9739,357,NotUseDaysFactor,68.9189189189,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
170,358,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
808,358,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1446,358,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2084,358,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2722,358,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3360,358,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3998,358,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4636,358,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5274,358,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5912,358,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6550,358,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7188,358,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7826,358,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8464,358,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9102,358,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9740,358,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
171,359,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
809,359,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1447,359,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2085,359,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2723,359,30,5.2979068627,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3361,359,NotUseDaysFactor,5.2979068627,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3999,359,30,5.2979068627,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4637,359,NotUseDaysFactor,5.2979068627,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5275,359,30,1.9710144928,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
5913,359,NotUseDaysFactor,1.9710144928,0,0,0.5,2,2,0,1,nonlinear,1.1,sigmoid,3
6551,359,30,1.9710144928,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7189,359,NotUseDaysFactor,1.9710144928,0,0,0.5,2,2,0,1,nonlinear,2,sigmoid,3
7827,359,30,15.6633768114,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8465,359,NotUseDaysFactor,15.6633768114,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9103,359,30,15.6633768114,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9741,359,NotUseDaysFactor,15.6633768114,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
172,361,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
810,361,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1448,361,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2086,361,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2724,361,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3362,361,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4000,361,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4638,361,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5276,361,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5914,361,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6552,361,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7190,361,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7828,361,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8466,361,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9104,361,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9742,361,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
173,363,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
811,363,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1449,363,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2087,363,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2725,363,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3363,363,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4001,363,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4639,363,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5277,363,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5915,363,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6553,363,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7191,363,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7829,363,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8467,363,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9105,363,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9743,363,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
174,364,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
812,364,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1450,364,30,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2088,364,NotUseDaysFactor,0.6666666667,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2726,364,30,2.831058876,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
3364,364,NotUseDaysFactor,2.831058876,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
4002,364,30,2.831058876,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
4640,364,NotUseDaysFactor,2.831058876,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
5278,364,30,4.2323809524,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5916,364,NotUseDaysFactor,4.2323809524,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6554,364,30,4.2323809524,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7192,364,NotUseDaysFactor,4.2323809524,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7830,364,30,11.5900285695,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8468,364,NotUseDaysFactor,11.5900285695,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9106,364,30,11.5900285695,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9744,364,NotUseDaysFactor,11.5900285695,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
175,365,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
813,365,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1451,365,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2089,365,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2727,365,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3365,365,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4003,365,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4641,365,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5279,365,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5917,365,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6555,365,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7193,365,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7831,365,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8469,365,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9107,365,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9745,365,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
176,366,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
814,366,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1452,366,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2090,366,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2728,366,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3366,366,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4004,366,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4642,366,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5280,366,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5918,366,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6556,366,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7194,366,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7832,366,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8470,366,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9108,366,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9746,366,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
177,368,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
815,368,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1453,368,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2091,368,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2729,368,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3367,368,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4005,368,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4643,368,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5281,368,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5919,368,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6557,368,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7195,368,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7833,368,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8471,368,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9109,368,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9747,368,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
178,369,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
816,369,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1454,369,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2092,369,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2730,369,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3368,369,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4006,369,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4644,369,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5282,369,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5920,369,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6558,369,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7196,369,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7834,369,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8472,369,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9110,369,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9748,369,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
179,370,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
817,370,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1455,370,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2093,370,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2731,370,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3369,370,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4007,370,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4645,370,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5283,370,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5921,370,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6559,370,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7197,370,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7835,370,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8473,370,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9111,370,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9749,370,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
180,375,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
818,375,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1456,375,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2094,375,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2732,375,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3370,375,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4008,375,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4646,375,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5284,375,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5922,375,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6560,375,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7198,375,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7836,375,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8474,375,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9112,375,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9750,375,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
181,393,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
819,393,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1457,393,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2095,393,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2733,393,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3371,393,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4009,393,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4647,393,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5285,393,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5923,393,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6561,393,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7199,393,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7837,393,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8475,393,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9113,393,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9751,393,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
182,394,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
820,394,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1458,394,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2096,394,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2734,394,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3372,394,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4010,394,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4648,394,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5286,394,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
5924,394,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6562,394,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7200,394,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7838,394,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8476,394,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9114,394,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9752,394,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
183,396,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
821,396,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
