,Category,M+,M-,M-D,MD,MH,MN,TimeFunction,QtyGrid,PriceGrid,QtyPriceFunction,DayGrid,SubsFactor
16,16.0,0.0,0.0,0.0,0.5,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
17,16.0,0.0,0.0,0.0,0.5,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
18,16.0,0.0,0.0,0.0,0.8,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
19,16.0,0.0,0.0,0.0,0.8,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
20,16.0,0.0,0.0,0.0,0.8,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
21,16.0,0.0,0.0,0.0,1.5,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
22,16.0,0.0,0.0,0.0,1.5,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
23,16.0,0.0,0.0,0.0,1.5,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
0,17.0,3.70852295702,0.0,0.0,0.2,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
1,17.0,3.70852295702,0.0,0.0,0.2,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
2,17.0,3.70852295702,0.0,0.0,0.2,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
3,17.0,3.27974807369,0.0,0.0,0.5,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
4,17.0,2.80950770376,0.0,0.0,0.5,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
5,17.0,2.80950770376,0.0,0.0,0.5,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
6,17.0,3.27974807369,0.0,0.0,0.8,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
7,17.0,2.80950770376,0.0,0.0,0.8,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
8,17.0,2.80950770376,0.0,0.0,0.8,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
9,17.0,3.27974807369,0.0,0.0,1.5,2,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
10,17.0,2.80950770376,0.0,0.0,1.5,2,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
11,17.0,2.80950770376,0.0,0.0,1.5,2,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
12,17.0,3.70852295702,0.0,0.0,0.2,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
13,17.0,3.70852295702,0.0,0.0,0.2,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
14,17.0,3.70852295702,0.0,0.0,0.2,5,6,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
15,17.0,3.27974807369,0.0,0.0,0.5,5,2,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
16,17.0,2.80950770376,0.0,0.0,0.5,5,4,sigmoid,True,False,nonlinear,NotUseDaysFactor,2.0
